,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
47,Chandan Kumar Naskar,BJP,0,Post Graduate,41,"Rs 17,40,258 ~ 17 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
48,Chandan Mondal,BJP,0,10th Pass,46,"Rs 2,67,13,000 ~ 2 Crore+","Rs 42,50,000 ~ 42 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
49,Chandan Pal,BJP,0,12th Pass,65,"Rs 3,10,10,125 ~ 3 Crore+","Rs 3,40,148 ~ 3 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
50,Chandan Saha,CPI(M),1,Post Graduate,42,"Rs 7,17,447 ~ 7 Lacs+","Rs 2,50,000 ~ 2 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
51,Chinmay Naskar,IND,2,10th Pass,37,"Rs 2,51,500 ~ 2 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
52,Debabrata Bera,SUCI(C),0,Doctorate,45,"Rs 24,01,133 ~ 24 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,10
53,Debabrata Majumdar (Malay),AITC,0,Graduate Professional,56,"Rs 1,02,82,014 ~ 1 Crore+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
54,Debabrata Mondal,IND,0,Graduate,35,"Rs 56,73,649 ~ 56 Lacs+","Rs 12,000 ~ 12 Thou+",SOUTH 24 PARGANAS,WestBengal2021,7
55,Debajyoti Basu,IND,0,Graduate,53,"Rs 16,44,930 ~ 16 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
56,Debashis Das,IND,0,Graduate,54,"Rs 4,34,313 ~ 4 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
57,Debashis Rakshit,Bahujan Mukti Party,0,Graduate,63,"Rs 18,28,000 ~ 18 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
58,Debdut Ghosh,CPI(M),0,Post Graduate,49,"Rs 90,49,502 ~ 90 Lacs+","Rs 7,53,570 ~ 7 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
59,Debopam Chattopadhyaya(Babu),BJP,2,Graduate,52,"Rs 15,26,057 ~ 15 Lacs+","Rs 1,55,846 ~ 1 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,7
60,Deepak Ram,IND,0,10th Pass,26,"Rs 24,000 ~ 24 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
61,Dhiman Debnath,IND,0,Graduate,31,"Rs 1,38,260 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
62,Dhruba Kumar Bose,IND,0,Graduate,50,"Rs 20,70,088 ~ 20 Lacs+","Rs 54,000 ~ 54 Thou+",SOUTH 24 PARGANAS,WestBengal2021,7
63,Dhurjati Saha (Manas),BJP,0,Graduate,60,"Rs 57,64,132 ~ 57 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
64,Dibakar Halder,SUCI(C),0,12th Pass,63,"Rs 10,14,825 ~ 10 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
65,Dilip Kumar Jatua,BJP,9,12th Pass,51,"Rs 68,10,000 ~ 68 Lacs+","Rs 60,000 ~ 60 Thou+",SOUTH 24 PARGANAS,WestBengal2021,0
66,Dilip Kumar Roy,IND,0,10th Pass,53,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
67,Dilip Mondal,AITC,1,12th Pass,54,"Rs 1,59,03,820 ~ 1 Crore+","Rs 55,05,267 ~ 55 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
68,Dipak Kumar Halder,BJP,4,Graduate,55,"Rs 1,04,62,970 ~ 1 Crore+","Rs 85,292 ~ 85 Thou+",SOUTH 24 PARGANAS,WestBengal2021,7
69,Dipankar Jana,BJP,2,Graduate,51,"Rs 14,41,92,077 ~ 14 Crore+","Rs 4,26,86,883 ~ 4 Crore+",SOUTH 24 PARGANAS,WestBengal2021,7
70,Dr. Arun Kumar Giri,IND,0,Graduate,78,"Rs 12,37,000 ~ 12 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
71,Dr. Indranil Khan,BJP,1,Post Graduate,32,"Rs 99,49,212 ~ 99 Lacs+","Rs 9,83,911 ~ 9 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
72,Dr. Sujan Chakraborty,CPI(M),1,Doctorate,62,"Rs 56,52,420 ~ 56 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,10
73,Dr. Tarun Kumar Adak,BJP,2,Graduate Professional,60,"Rs 3,60,90,512 ~ 3 Crore+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
74,Dulal Chandra Das,AITC,0,8th Pass,76,"Rs 13,73,22,155 ~ 13 Crore+","Rs 2,11,59,750 ~ 2 Crore+",SOUTH 24 PARGANAS,WestBengal2021,0
75,Dulal Das,IND,0,8th Pass,60,"Rs 9,100 ~ 9 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
76,Firdousi Begum,AITC,0,12th Pass,42,"Rs 6,66,67,778 ~ 6 Crore+","Rs 2,96,050 ~ 2 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
77,Firoza Khatun,Justice and Development Party,0,8th Pass,40,"Rs 1,41,000 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
78,Ganesh Chandra Mondal,AITC,0,Graduate,40,"Rs 6,33,01,383 ~ 6 Crore+","Rs 1,23,92,528 ~ 1 Crore+",SOUTH 24 PARGANAS,WestBengal2021,7
79,Gazi Shahabuddin Siraji,Rashtriya Secular Majlis Party,0,Post Graduate,33,"Rs 2,34,253 ~ 2 Lacs+","Rs 1,69,423 ~ 1 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
80,Gias Uddin Molla,AITC,0,8th Pass,64,"Rs 1,57,16,054 ~ 1 Crore+","Rs 63,63,282 ~ 63 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
81,Gobinda Majhi,IND,1,Graduate,49,"Rs 1,14,98,500 ~ 1 Crore+","Rs 12,20,000 ~ 12 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,7
82,Golam Ali Sekh,BSP,0,12th Pass,58,"Rs 37,06,952 ~ 37 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
83,Gopal Chandra Mandal,IND,0,12th Pass,58,"Rs 13,000 ~ 13 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
84,Goutam Das,IND,0,Graduate,39,"Rs 13,56,064 ~ 13 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
85,Goutam Pal,CPI(M),0,Post Graduate,57,"Rs 53,82,739 ~ 53 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
86,Gunasindhu Haldar,SUCI(C),5,8th Pass,71,"Rs 8,41,237 ~ 8 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
87,Habul Kumar Mandal,IND,0,Graduate,51,"Rs 11,40,000 ~ 11 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
88,Haji Mursid Uddin Sekh,IND,3,10th Pass,34,"Rs 32,65,000 ~ 32 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
89,Haran Biswas,Party for Democratic Socialism,0,10th Pass,69,"Rs 4,50,000 ~ 4 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
90,Haripada Mandal,BSP,1,Others,46,"Rs 26,75,849 ~ 26 Lacs+","Rs 90,000 ~ 90 Thou+",SOUTH 24 PARGANAS,WestBengal2021,0
91,Indranil Mitra,IND,0,Others,53,"Rs 71,848 ~ 71 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
92,Indranil Rout,INC,0,Graduate,26,"Rs 5,05,04,500 ~ 5 Crore+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
93,Ismail Molla,IND,0,Graduate,28,"Rs 65,452 ~ 65 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
94,Jayanta Naskar,AITC,1,8th Pass,73,"Rs 2,11,11,705 ~ 2 Crore+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
95,Jaykrishna Haldar,SUCI(C),2,10th Pass,66,"Rs 20,600 ~ 20 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
96,Jhantu Maity,SUCI(C),0,Post Graduate,49,"Rs 30,44,503 ~ 30 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
97,Jhuma Kayal,CPI(M),0,12th Pass,43,"Rs 34,44,472 ~ 34 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
98,Jogaranjan Halder,AITC,0,Graduate Professional,67,"Rs 1,29,90,857 ~ 1 Crore+","Rs 1,15,643 ~ 1 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
99,Joydeb Halder,AITC,2,10th Pass,45,"Rs 35,85,560 ~ 35 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
100,Joydev Naskar,SUCI(C),0,Post Graduate,50,"Rs 17,68,470 ~ 17 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
101,Julfikar Shaik,IND,0,8th Pass,46,"Rs 13,500 ~ 13 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
102,Kalipada Naskar,BJP,1,8th Pass,37,"Rs 16,54,671 ~ 16 Lacs+","Rs 80,000 ~ 80 Thou+",SOUTH 24 PARGANAS,WestBengal2021,0
103,Kamila Bikash,BJP,2,Post Graduate,51,"Rs 3,31,589 ~ 3 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
104,Kanan Bala Mondal,BSP,0,10th Pass,62,"Rs 26,58,785 ~ 26 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
105,Kanti Ganguly,CPI(M),1,Graduate,77,"Rs 30,80,689 ~ 30 Lacs+","Rs 3,75,800 ~ 3 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,7
106,Karim Rezaul,AITC,0,Post Graduate,57,"Rs 1,65,35,541 ~ 1 Crore+","Rs 42,83,996 ~ 42 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
107,Kartick Mondal,Bahujan Mukti Party,0,Post Graduate,34,"Rs 9,60,000 ~ 9 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
108,Kashyap Upadhyay,IND,0,Graduate,26,"Rs 20,293 ~ 20 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
109,Kishor Kumar Mondal,IND,0,10th Pass,32,"Rs 66,500 ~ 66 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
110,Krishnendu Sengupta,IND,0,8th Pass,39,"Rs 16,500 ~ 16 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
111,Latab Uddin Molla,IND,0,10th Pass,40,"Rs 23,27,000 ~ 23 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
112,M. Raquibul Hasan Mallick,IND,0,10th Pass,37,"Rs 21,000 ~ 21 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
113,Maidul Islam Molla,Rashtriya Secular Majlis Party,7,Graduate,38,"Rs 4,25,013 ~ 4 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
114,Manturam Pakhira,AITC,2,10th Pass,57,"Rs 67,07,089 ~ 67 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
115,Maya Bag,IND,0,10th Pass,45,"Rs 12,12,444 ~ 12 Lacs+","Rs 4,00,000 ~ 4 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
116,Md Lahek Ali,CPI(M),0,Post Graduate,39,"Rs 5,60,903 ~ 5 Lacs+","Rs 1,18,000 ~ 1 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
117,Md. Imtiyaz Alam,IND,0,5th Pass,40,"Rs 1,45,000 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
118,Md. Nawsad Siddique,Rashtriya Secular Majlis Party,0,Post Graduate,28,"Rs 22,12,970 ~ 22 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
119,Megha Chatterjee,IND,0,10th Pass,26,Rs 517 ~ 5 Hund+,Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
120,Meghnath Halder,IND,0,Post Graduate,63,"Rs 97,21,848 ~ 97 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
121,Milan Dhum,IND,0,8th Pass,39,"Rs 5,050 ~ 5 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
122,Mintu Halder,BJP,2,8th Pass,38,"Rs 5,69,600 ~ 5 Lacs+","Rs 20,000 ~ 20 Thou+",SOUTH 24 PARGANAS,WestBengal2021,0
123,Mintu Mistri,BSP,0,Graduate,43,"Rs 85,41,415 ~ 85 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
124,Mirja Hasan,CPI(ML)(L) Red Star,19,10th Pass,41,"Rs 13,65,838 ~ 13 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
125,Mistoo Das,IND,0,12th Pass,26,Rs 505 ~ 5 Hund+,Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
126,Mohan Chandra Naskar,AITC,0,Graduate,60,"Rs 25,23,517 ~ 25 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
127,Monalisa Gupta (Debroy),Party for Democratic Socialism,0,Graduate,62,"Rs 36,50,000 ~ 36 Lacs+","Rs 5,00,000 ~ 5 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,7
128,Monalisa Sinha,CPI(M),0,Post Graduate,39,"Rs 32,28,308 ~ 32 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
129,Monarama Halder,SUCI(C),0,Post Graduate,37,"Rs 13,000 ~ 13 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
130,Mongal Naskar,RPI(A),0,12th Pass,30,"Rs 2,60,500 ~ 2 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
131,Monotosh Naskar,Bahujan Mukti Party,0,Graduate Professional,64,"Rs 25,11,000 ~ 25 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
132,Mridul Ojha,IND,0,Post Graduate,29,"Rs 2,43,141 ~ 2 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
133,Mrinmay Mandal,IND,0,Graduate,39,"Rs 35,67,406 ~ 35 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
134,Mukul Chandra Jana,IND,0,12th Pass,49,"Rs 1,40,861 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
135,Mukul Mondal,IND,0,Doctorate,44,"Rs 23,86,822 ~ 23 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,10
136,Namita Saha,AITC,0,Graduate Professional,68,"Rs 42,86,392 ~ 42 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
137,Narayan Haldar,SUCI(C),0,12th Pass,54,"Rs 50,17,602 ~ 50 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
138,Narayan Naskar,SUCI(C),0,Graduate,43,"Rs 46,86,313 ~ 46 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
139,Nepal Chandra Naskar,IND,0,12th Pass,64,"Rs 34,93,000 ~ 34 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
140,Nihar Bhakta,CPI(M),2,Graduate,50,"Rs 2,77,009 ~ 2 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
141,Nikhilesh Ghosh,IND,0,12th Pass,63,"Rs 5,95,377 ~ 5 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
142,Nimai Chandra Mondal,SUCI(C),0,12th Pass,72,"Rs 40,64,000 ~ 40 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
143,Noushar Ali Molla,IND,0,8th Pass,30,Rs 500 ~ 5 Hund+,Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
144,Nripendra Krishna Roy,IND,0,Graduate Professional,67,"Rs 77,18,564 ~ 77 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
145,Nuruzaman Molla,Rashtriya Secular Majlis Party,0,Literate,38,"Rs 42,61,188 ~ 42 Lacs+","Rs 3,53,435 ~ 3 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,2
146,Pabitra Halder,IND,0,Post Graduate,44,"Rs 8,28,300 ~ 8 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
147,Palash Halder,IND,0,8th Pass,34,"Rs 1,75,637 ~ 1 Lacs+","Rs 93,000 ~ 93 Thou+",SOUTH 24 PARGANAS,WestBengal2021,0
148,Pannalal Halder,AITC,0,Graduate Professional,70,"Rs 5,94,50,472 ~ 5 Crore+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
149,Parbati Bhunia,BSP,0,8th Pass,55,"Rs 4,40,480 ~ 4 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
150,Paresh Ram Das,AITC,9,12th Pass,43,"Rs 56,56,988 ~ 56 Lacs+","Rs 15,00,000 ~ 15 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
151,Partha Chatterjee,AITC,0,Doctorate,68,"Rs 1,15,94,863 ~ 1 Crore+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,10
152,Partha Halder,Bahujan Mukti Party,0,Graduate,34,"Rs 20,500 ~ 20 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
153,Payel Sarkar,BJP,0,Graduate,39,"Rs 2,11,58,307 ~ 2 Crore+","Rs 59,94,336 ~ 59 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,7
154,Pranab Kumar Mallik,BJP,0,Post Graduate,48,"Rs 18,34,722 ~ 18 Lacs+","Rs 7,80,000 ~ 7 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
155,Pranati Paul,Amra Bangalee,0,10th Pass,56,"Rs 16,10,833 ~ 16 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
156,Pratik Ur Rahaman,CPI(M),6,Graduate Professional,30,"Rs 1,52,330 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
157,Pravat Chowdhury,CPI(M),2,Graduate,45,"Rs 15,35,808 ~ 15 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
158,Protap Chandra Mondal,INC,0,12th Pass,62,"Rs 59,37,187 ~ 59 Lacs+","Rs 7,33,096 ~ 7 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
159,Provash Mondal,IND,0,8th Pass,55,"Rs 15,17,500 ~ 15 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
160,Rabi Malik,IND,0,8th Pass,45,"Rs 36,50,507 ~ 36 Lacs+","Rs 4,82,500 ~ 4 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
161,Rabin Sardar,BJP,3,10th Pass,54,"Rs 12,65,504 ~ 12 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
162,Rabindranath Ranjan,BSP,0,8th Pass,44,"Rs 1,36,224 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
163,Rafik Akunje,SUCI(C),0,10th Pass,54,"Rs 24,80,691 ~ 24 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
164,Raj Kumar Mishra,IND,0,12th Pass,50,"Rs 87,12,410 ~ 87 Lacs+","Rs 1,40,000 ~ 1 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
165,Ram Sankar Halder,CPI(M),0,12th Pass,66,"Rs 17,43,550 ~ 17 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
166,Ramesh Majhi,BJP,2,8th Pass,54,"Rs 13,93,853 ~ 13 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
167,Ramjit Prasad,BJP,0,Post Graduate,49,"Rs 1,13,63,205 ~ 1 Crore+","Rs 1,89,921 ~ 1 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
168,Ranajit Singha,SUCI(C),0,12th Pass,43,"Rs 76,268 ~ 76 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
169,Raneswar Das,IND,0,Graduate,64,"Rs 51,22,600 ~ 51 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
170,Rangalal Barik,IND,0,8th Pass,36,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
171,Ranjan Baidya,BJP,0,Graduate Professional,38,"Rs 61,85,427 ~ 61 Lacs+","Rs 6,50,000 ~ 6 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
172,Ratan Kumar Naskar,IND,0,10th Pass,31,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
173,Ratna Chatterjee,AITC,5,Graduate,49,"Rs 12,81,38,795 ~ 12 Crore+","Rs 6,66,30,530 ~ 6 Crore+",SOUTH 24 PARGANAS,WestBengal2021,7
174,Rina Debi,BSP,0,10th Pass,45,"Rs 1,95,000 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
175,Rina Roy,BSP,0,Graduate,55,"Rs 1,08,34,457 ~ 1 Crore+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
176,Rinku Naskar,BJP,2,Post Graduate,36,"Rs 14,96,371 ~ 14 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
177,Sabnam Bibi,All India Minorities Front,0,Literate,36,"Rs 95,521 ~ 95 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,2
178,Sachindra Nath Halder,RPI(A),0,10th Pass,55,"Rs 1,60,500 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
179,Safiulla Khan,IND,0,Illiterate,42,"Rs 3,300 ~ 3 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,1
180,Samar Kumar Biswas,IND,0,Post Graduate,66,"Rs 27,54,256 ~ 27 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
181,Sambhu Nath Kanji,IND,0,10th Pass,35,"Rs 16,30,503 ~ 16 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
182,Samir Bhattacharya,IND,0,Graduate,62,"Rs 25,58,748 ~ 25 Lacs+","Rs 12,00,000 ~ 12 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,7
183,Samir Kumar Jana,AITC,2,Post Graduate,71,"Rs 95,24,413 ~ 95 Lacs+","Rs 5,50,000 ~ 5 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
184,Samita Har Chowdhury,CPI(M),1,Graduate,52,"Rs 54,37,500 ~ 54 Lacs+","Rs 6,80,000 ~ 6 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,7
185,Samsad Alam,BSP,0,12th Pass,45,"Rs 73,62,578 ~ 73 Lacs+","Rs 5,00,000 ~ 5 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
186,Samsul Huda Laskar,IND,0,Post Graduate,49,"Rs 43,02,50,365 ~ 43 Crore+","Rs 1,50,00,000 ~ 1 Crore+",SOUTH 24 PARGANAS,WestBengal2021,0
187,Sanat Kumar Bhakat,IND,0,Graduate,46,"Rs 30,06,000 ~ 30 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
188,Sanchay Kumar Sarkar,Rashtriya Secular Majlis Party,0,Post Graduate,55,"Rs 1,46,46,884 ~ 1 Crore+","Rs 4,50,000 ~ 4 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,0
189,Sanjay Halder,IND,0,12th Pass,45,"Rs 10,70,740 ~ 10 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
190,Sanjay Kumar Sah,BSP,0,8th Pass,38,"Rs 15,53,947 ~ 15 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
191,Sanjay Mandal,SUCI(C),0,10th Pass,43,"Rs 57,010 ~ 57 Thou+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
192,Sanjay Roy,Amra Bangalee,0,10th Pass,36,"Rs 1,27,553 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
193,Sankar Deb Mondal,BSP,0,10th Pass,66,"Rs 26,58,785 ~ 26 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
194,Sankar Deb Mondal,BSP,0,10th Pass,66,"Rs 26,58,785 ~ 26 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
195,Sankar Kumar Naskar,AITC,0,8th Pass,68,"Rs 1,64,30,004 ~ 1 Crore+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
196,Santanu Bapuli,BJP,0,Graduate,54,"Rs 1,75,20,000 ~ 1 Crore+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,7
197,Santosh Samanta,Akhil Bharat Hindu Mahasabha,1,Graduate Professional,34,"Rs 1,25,000 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
198,Saokat Molla,AITC,0,Graduate,49,"Rs 3,06,52,188 ~ 3 Crore+","Rs 48,40,418 ~ 48 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,7
199,Shampa Das,IND,0,8th Pass,25,"Rs 1,34,015 ~ 1 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
200,Shampa Sarkar,SUCI(C),0,Post Graduate,54,"Rs 39,34,098 ~ 39 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
201,Shatarup Ghosh,CPI(M),3,Post Graduate,35,"Rs 2,02,361 ~ 2 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
202,Shukdeb Bera,INC,0,Post Graduate,66,"Rs 77,23,702 ~ 77 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
203,Shuvam Banerjee,CPI,0,Post Graduate,31,"Rs 26,45,880 ~ 26 Lacs+",Rs 0 ~,SOUTH 24 PARGANAS,WestBengal2021,0
204,Shyamal Mondal,AITC,0,Graduate,56,"Rs 70,57,592 ~ 70 Lacs+","Rs 3,70,230 ~ 3 Lacs+",SOUTH 24 PARGANAS,WestBengal2021,7
